Category,PurchaseAmount
Clothing,10255
Beauty,16282
Home,13590
Clothing,13729
Clothing,3741
Electronics,9331
Electronics,6108
Beauty,6763
Electronics,4526
Clothing,14677
Health,14550
Electronics,7318
Clothing,2450
Home,9005
Electronics,3723
Food,3869
Clothing,7175
Beauty,12255
Electronics,6108
Books,11046
Books,9996
Clothing,4161
Clothing,11525
Health,5373
Health,6747
Electronics,10887
Clothing,15717
Clothing,6982
Electronics,9342
Books,18869
Electronics,5086
Books,1945
Food,11970
Clothing,6427
Books,5614
Books,4597
Food,6890
Electronics,14918
Food,6514
Clothing,5311
Electronics,2777
Electronics,11223
Health,7583
Health,21303
Food,12284
Electronics,10557
Books,4412
Electronics,4441
Health,2124
Food,3670
Food,14087
Clothing,12474
Clothing,6729
Clothing,8632
Electronics,15392
Health,5696
Electronics,3696
Clothing,14271
Beauty,7271
Clothing,12320
Clothing,14491
Food,5771
Clothing,15124
Electronics,3308
Health,9482
Electronics,12050
Clothing,2185
Electronics,6734
Books,2650
Health,3220
Health,13444
Books,12949
Food,12362
Electronics,2541
Home,9973
Food,7342
Clothing,9207
Clothing,8568
Electronics,7078
Food,2547
Clothing,13686
Electronics,4153
Food,15513
Electronics,4736
Electronics,3803
Clothing,6463
Clothing,8217
Electronics,10166
Beauty,6632
Food,12735
Clothing,5274
Food,15701
Books,11416
Clothing,2163
Food,5744
Food,16855
Books,6955
Food,12275
Food,8369
Food,6401
Health,8351
Electronics,5518
Food,13001
Beauty,12048
Clothing,12300
Electronics,10127
Home,5142
Books,14946
Clothing,11784
Clothing,8365
Books,14790
Clothing,5986
Clothing,17605
Food,3744
Electronics,14717
Clothing,4344
Clothing,2999
Clothing,16514
Electronics,9993
Clothing,1927
Electronics,9444
Clothing,15851
Food,7108
Books,11030
Clothing,6225
Food,4612
Health,2845
Health,15173
Home,8401
Clothing,17233
Health,14825
Electronics,12949
Clothing,5503
Clothing,17104
Food,3317
Books,12762
Beauty,4975
Electronics,11409
Clothing,12580
Books,9421
Clothing,9947
Clothing,20475
Home,12578
Health,9799
Books,5025
Electronics,11036
Clothing,10449
Clothing,5726
Clothing,10276
Food,17224
Books,11620
Health,11170
Books,6917
Food,11819
Books,10651
Food,15721
Books,4906
Books,6006
Books,8495
Electronics,10785
Clothing,2077
Clothing,8943
Books,7586
Electronics,3035
Food,11110
Health,6910
Electronics,10895
Books,19233
Books,1925
Clothing,3442
Clothing,16012
Health,14481
Beauty,4550
Beauty,12364
Electronics,2428
Health,16701
Beauty,18865
Food,3265
Food,10132
Books,10905
Food,9941
Health,5815
Electronics,11180
Books,11835
Clothing,13135
Food,12579
Electronics,13197
Books,10744
Health,7683
Electronics,7533
Health,7905
Electronics,15303
Food,1698
Electronics,12767
Clothing,8097
Clothing,1719
Food,6638
Electronics,15249
Beauty,9640
Electronics,13483
Food,7345
Electronics,1973
Home,13670
Home,8208
Food,4709
Electronics,5101
Clothing,11789
Clothing,15067
Electronics,12851
Electronics,14993
Electronics,9163
Electronics,11900
Electronics,8157
Electronics,6568
Books,16554
Books,10125
Health,18795
Clothing,6154
Clothing,6281
Home,10008
Health,4756
Clothing,2029
Electronics,2373
Clothing,10847
Electronics,10799
Books,3808
Clothing,5555
Electronics,15412
Home,8511
Books,9665
Books,2994
Health,5613
Food,2927
Books,7299
Electronics,5695
Health,6500
Clothing,12018
Food,8171
Beauty,4374
Beauty,7502
Beauty,6856
Electronics,14910
Home,9088
Electronics,11700
Electronics,8832
Food,9914
Electronics,17006
Food,10788
Health,4296
Food,11575
Food,11223
Books,11309
Electronics,19346
Books,5865
Books,8783
Health,9391
Electronics,17316
Home,12595
Clothing,2533
Books,15017
Electronics,9653
Clothing,12690
Electronics,19763
Electronics,15317
Beauty,6411
Books,4163
Clothing,16362
Clothing,11417
Beauty,6658
Clothing,8733
Health,12758
Books,16844
Home,5456
Books,15581
Books,14555
Food,22024
Beauty,10834
Electronics,3150
Books,9776
Health,12263
Health,14211
Health,7855
Food,12481
Books,13142
Electronics,9338
Health,3757
Food,5930
Electronics,13297
Clothing,10821
Health,9437
Electronics,15645
Health,7665
Food,13006
Books,3732
Food,3598
Electronics,18450
Beauty,14354
Clothing,2941
Clothing,12104
Clothing,3049
Food,12536
Food,5969
Beauty,7574
Electronics,20414
Electronics,19063
Books,11772
Books,5016
Home,11013
Health,14411
Food,16280
Clothing,19646
Electronics,2493
Food,3392
Home,14473
Food,8026
Health,2833
Clothing,9094
Clothing,4887
Clothing,10150
Electronics,6623
Books,15528
Clothing,12725
Home,12052
Health,12776
Clothing,5312
Home,1228
Clothing,7230
Clothing,13451
Beauty,9355
Electronics,4700
Electronics,2606
Books,10357
Health,4849
Clothing,7229
Clothing,15750
Food,2619
Home,4601
Health,10916
Books,15903
Clothing,6495
Home,7760
Beauty,6560
Electronics,18965
Clothing,15691
Electronics,9947
Health,9625
Home,7247
Food,13018
Electronics,11346
Electronics,22509
Electronics,11386
Clothing,2341
Books,10892
Books,8415
Electronics,7504
Health,17412
Beauty,13288
Electronics,12216
Clothing,6745
Clothing,7435
Electronics,14031
Electronics,14171
Books,14254
Food,14812
Books,15421
Electronics,4392
Health,12687
Food,8720
Books,9725
Clothing,12961
Electronics,7356
Electronics,3302
Food,7226
Clothing,16018
Clothing,9170
Home,2389
Electronics,6524
Food,4990
Books,6743
Health,5231
Clothing,10301
Clothing,7908
Books,17996
Home,2508
Clothing,7861
Electronics,15059
Clothing,17911
Home,10927
Electronics,6152
Books,4449
Electronics,18151
Books,13043
Electronics,14396
Clothing,4941
Home,6092
Books,12307
Food,14242
Clothing,13683
Food,7867
Electronics,14022
Electronics,12408
Electronics,17160
Clothing,12705
Electronics,13693
Books,5826
Clothing,2012
Clothing,16861
Clothing,4543
Clothing,10624
Food,3144
Food,7922
Electronics,4744
Books,5362
Electronics,8293
Electronics,3894
Clothing,14743
Electronics,15574
Electronics,5550
Electronics,14010
Beauty,7325
Clothing,3309
Home,5810
Electronics,6490
Electronics,2812
Beauty,4466
Clothing,8597
Electronics,11193
Electronics,13487
Electronics,1621
Health,2235
Electronics,3773
Home,9196
Clothing,3093
Food,11176
Electronics,6112
Food,1557
Clothing,18275
Food,9692
Food,3649
Books,11821
Clothing,5328
Clothing,10106
Electronics,17703
Electronics,8435
Home,8597
Electronics,8781
Food,11664
Electronics,4464
Food,17756
Books,13040
Electronics,8022
Electronics,6249
Health,14035
Food,14498
Electronics,2258
Electronics,16960
Books,6289
Electronics,8738
Books,11382
Clothing,5789
Food,21546
Clothing,7687
Clothing,16226
Electronics,3079
Beauty,9705
Electronics,8253
Food,10578
Food,16168
Electronics,9661
Beauty,12890
Beauty,17196
Electronics,17254
Home,3229
Food,4141
Food,16622
Books,14657
Electronics,8243
Clothing,9961
Home,17782
Health,11273
Electronics,12078
Food,8814
Food,11363
Food,9515
Books,1826
Food,4677
Beauty,8736
Food,14446
Books,10069
Food,13917
Food,7008
Electronics,3461
Books,8964
Books,10997
Beauty,13619
Beauty,5436
Electronics,4603
Clothing,11980
Health,9733
Electronics,14857
Food,8935
Health,13927
Clothing,15638
Clothing,8432
Clothing,7110
Electronics,9724
Clothing,2270
Books,15240
Food,8964
Food,4813
Books,12979
Clothing,3133
Food,8161
Health,18556
Clothing,13795
Clothing,8114
Food,2776
Food,4148
Clothing,2121
Books,2360
Clothing,12548
Home,15487
Electronics,6776
Beauty,4376
Health,10254
Books,2491
Food,10098
Clothing,9465
Electronics,5365
Electronics,10616
Books,17119
Health,13191
Electronics,9800
Food,8266
Electronics,11696
Electronics,8716
Clothing,4842
Clothing,2951
Electronics,19672
Clothing,10534
Food,3001
Electronics,2066
Books,20113
Books,11073
Clothing,15653
Home,13067
Electronics,6783
Books,11913
Food,6681
Health,7695
Clothing,6906
Electronics,13349
Books,4830
Electronics,6841
Food,11329
Health,4119
Food,18559
Food,6350
Electronics,20501
Books,10406
Books,5735
Books,12631
Food,6135
Electronics,2225
Clothing,13355
Clothing,18948
Electronics,3211
Clothing,9305
Health,10784
Books,3655
Beauty,17546
Clothing,10387
Electronics,10805
Clothing,14252
Clothing,15825
Food,12127
Electronics,5745
Electronics,11190
Books,9831
Books,10744
Electronics,2026
Electronics,14941
Clothing,4158
Electronics,5327
Electronics,4566
Electronics,7946
Home,14468
Clothing,6825
Clothing,6856
Food,10712
Electronics,5231
Books,3074
Food,4207
Food,3483
Books,11498
Health,10271
Beauty,17150
Health,9158
Electronics,10604
Home,4921
Clothing,9257
Electronics,10621
Home,16998
Clothing,15221
Electronics,4604
Electronics,13164
Clothing,7224
Electronics,14314
Electronics,4813
Health,7778
Clothing,9829
Clothing,11622
Clothing,10186
Clothing,10041
Books,8748
Electronics,18057
Food,3215
Books,16607
Electronics,14530
Health,16281
Electronics,13951
Books,13775
Books,13424
Food,6156
Books,3290
Food,17429
Health,11581
Electronics,13901
Health,5300
Electronics,5988
Books,3871
Books,18435
Beauty,8460
Health,11464
Electronics,5268
Electronics,6123
Books,11873
Electronics,15828
Clothing,14107
Health,11876
Electronics,4778
Books,13668
Home,7969
Food,9115
Clothing,6745
Electronics,11463
Health,6401
Clothing,5650
Clothing,11580
Electronics,2674
Clothing,13244
Books,14107
Electronics,10091
Beauty,5706
Food,12203
Electronics,13422
Electronics,18804
Electronics,5951
Clothing,5098
Clothing,9405
Books,1961
Health,3693
Electronics,4954
Books,2114
Electronics,2380
Home,8043
Health,12645
Clothing,12370
Clothing,15435
Electronics,12448
Electronics,13010
Electronics,5840
Books,4588
Clothing,13055
Food,11442
Books,5526
Health,7003
Clothing,13806
Food,9249
Clothing,3897
Beauty,9705
Health,16822
Electronics,15794
Home,17908
Books,15723
Food,8494
Food,5528
Books,16172
Health,9899
Electronics,6023
Books,16253
Books,8517
Health,12227
Health,10456
Books,5452
Food,8601
Health,1845
Electronics,11020
Clothing,14253
Health,14486
Clothing,13557
Electronics,16909
Clothing,14519
Clothing,11728
Electronics,6971
Electronics,16539
Food,2677
Health,13857
Clothing,2359
Electronics,5367
Electronics,3603
Food,3181
Health,6962
Clothing,3822
Electronics,10381
Food,9678
Clothing,12367
Books,9188
Health,10046
Clothing,3200
Food,6131
Electronics,11308
Books,3353
Clothing,14700
Food,6402
Home,17537
Food,9420
Clothing,10622
Food,6874
Electronics,6379
Electronics,11261
Clothing,14141
Home,3159
Home,9829
Books,20574
Electronics,6552
Books,13654
Beauty,14839
Electronics,6838
Health,14528
Home,11316
Clothing,14080
Clothing,5288
Clothing,3131
Clothing,10888
Home,10815
Electronics,5772
Electronics,15926
Food,15051
Electronics,13502
Electronics,2513
Electronics,13002
Books,13045
Books,13100
Food,20662
Electronics,7529
Food,13812
Books,2265
Food,10755
Food,11222
Books,8562
Clothing,3227
Beauty,9399
Beauty,3459
Electronics,13837
Food,8327
Food,6773
Food,12850
Food,3078
Food,5652
Health,14291
Electronics,12432
Electronics,1836
Food,7545
Books,5632
Electronics,4148
Clothing,2791
Health,8795
Clothing,2809
Food,4842
Health,5502
Electronics,10109
Electronics,7147
Clothing,15813
Clothing,17760
Clothing,13519
Home,6464
Electronics,15072
Electronics,8939
Electronics,6995
Electronics,11076
Clothing,13153
Home,18549
Books,3934
Clothing,13334
Books,16213
Health,4527
Electronics,15845
Electronics,3428
Electronics,4841
Clothing,8846
Electronics,4630
Clothing,3249
Books,15858
Books,3584
Food,1542
Home,2154
Health,2171
Electronics,9967
Electronics,3831
Electronics,4350
Health,4577
Electronics,13759
Clothing,13390
Electronics,7885
Electronics,3633
Books,11515
Electronics,12926
Health,10615
Books,5123
Food,16328
Electronics,15336
Electronics,4892
Books,3940
Clothing,9992
Electronics,10836
Food,8075
Books,10900
Clothing,13715
Clothing,7029
Clothing,7105
Food,2120
Electronics,12452
Electronics,7704
Books,10459
Health,2781
Clothing,7787
Electronics,7362
Food,7908
Food,15824
Books,9635
Health,9927
Clothing,14600
Electronics,4957
Health,6705
Food,14040
Electronics,11967
Clothing,4085
Clothing,11381
Food,7927
Health,16599
Clothing,3041
Electronics,16887
Food,17595
Clothing,7087
Food,10128
Electronics,17093
Books,9436
Electronics,3325
Electronics,6085
Clothing,8074
Electronics,9250
Electronics,7452
Clothing,11603
Clothing,14941
Electronics,6001
Electronics,8024
Electronics,9782
Home,8906
Clothing,4844
Clothing,2360
Books,3869
Electronics,16196
Electronics,13920
Beauty,12852
Clothing,7120
Clothing,11672
Clothing,15209
Electronics,13580
Books,9936
Clothing,12518
Beauty,16509
Beauty,16368
Clothing,11637
Books,13949
Health,8889
Food,12843
Health,7280
Electronics,8580
Books,1735
Clothing,12880
Electronics,11628
Electronics,3054
Food,15890
Books,3205
Electronics,2889
Clothing,5597
Books,12551
Books,10542
Clothing,15493
Electronics,13782
Food,6584
Electronics,11983
Clothing,5846
Health,12809
Home,2752
Electronics,6176
Electronics,7456
Health,8658
Electronics,12894
Clothing,5365
Electronics,8136
Books,2813
Food,15097
Electronics,8674
Electronics,13905
Health,12782
Clothing,11381
Food,18870
Clothing,8638
Health,12399
Electronics,15896
Electronics,2754
Electronics,10998
Electronics,3447
Electronics,12271
Clothing,13566
Electronics,15773
Beauty,4087
Books,8103
Food,1973
Clothing,2330
Electronics,6003
Electronics,9613
Electronics,12995
Clothing,7054
Electronics,9581
Electronics,9298
Health,11826
Books,2112
Electronics,15508
Electronics,7202
Electronics,14708
Food,11504
Books,6676
Food,7450
Beauty,3344
Books,17436
Electronics,12858
Clothing,4693
Electronics,9772
Food,8874
Home,2283
Books,12532
Electronics,11577
Health,17382
Clothing,13204
Food,12615
Electronics,16192
Beauty,15389
Food,12084
Electronics,15771
Electronics,15076
Books,8327
Beauty,9513
Electronics,11337
Books,12335
Home,5623
Home,10233
Clothing,8708
Electronics,20371
Home,6844
Electronics,10359
Electronics,8133
Food,13500
Clothing,8573
Books,1789
Books,10525
Health,7896
Books,1923
Books,7997
Electronics,13496
Electronics,9931
Electronics,8455
Clothing,3592
Home,9340
Home,9913
Books,12547
Clothing,5364
Clothing,7113
Electronics,6689
Books,17300
Health,17971
Beauty,6080
Health,7279
Health,14088
Electronics,16778
Electronics,16779
Health,6193
Electronics,4869
Food,5235
Electronics,12376
Clothing,2710
Books,4709
Books,15245
Beauty,12441
Electronics,1629
Electronics,7311
Health,19515
Clothing,17454
Clothing,2146
Clothing,18076
Clothing,14199
Clothing,14232
Food,9717
Food,9710
Food,12296
Clothing,14966
Electronics,4861
Electronics,15151
Books,9671
Electronics,16524
Electronics,11767
Food,3315
Clothing,4208
Home,21081
Health,17284
Electronics,10392
Electronics,5368
Electronics,8014
Books,9725
Beauty,8964
Electronics,15308
Food,17019
Books,15410
Electronics,16254
Electronics,2209
Clothing,4690
Home,13371
Electronics,18201
Health,5446
Books,11394
Books,13209
Food,6281
Electronics,4717
Electronics,16797
Books,2884
Books,11070
Food,19517
Electronics,13117
Clothing,2647
Electronics,11770
Books,8141
Electronics,10244
Beauty,12903
Clothing,7543
Books,8954
Clothing,13372
Health,16062
Clothing,10364
Electronics,5099
Electronics,17310
Food,7498
Health,6830
Clothing,11704
Electronics,1671
Electronics,5144
Food,7176
Electronics,15284
Clothing,16604
Clothing,9943
Health,10782
Clothing,13451
Food,9731
Home,15410
Clothing,3947
Electronics,13453
Electronics,12837
Health,15767
Electronics,2597
Food,14836
Books,3581
Books,3172
Health,1371
Clothing,2524
Books,8387
Beauty,4585
Clothing,6880
Books,16811
Home,14722
Electronics,13311
Books,16329
Electronics,5014
Health,12489
Beauty,9080
Electronics,8578
Clothing,7754
Home,11934
Food,4544
Food,12187
Health,10609
Clothing,5075
Books,7825
Electronics,17237
Books,4249
Food,9562
Health,17271
Books,10226
Food,13228
Food,4965
Books,11400
Food,1876
Electronics,4342
Electronics,5293
Electronics,13702
Books,11164
Books,2981
Electronics,11815
Clothing,5080
Clothing,3064
Food,7339
Electronics,5827
Books,5635
Electronics,14064
Food,17361
Clothing,3763
Electronics,6444
Electronics,6365
Electronics,8916
Food,10139
Clothing,15192
Electronics,13355
Clothing,6749
Health,11119
Home,11313
Books,9539
Books,11361
Electronics,12552
Electronics,12449
Clothing,4900
Electronics,3258
Books,5523
Food,9396
Electronics,13089
Books,5257
Food,9302
Electronics,4572
Home,15583
Health,15039
Books,5253
Books,7826
Clothing,4892
Electronics,6419
Clothing,4362
Books,5652
Food,8103
Health,13304
Food,8945
Clothing,13942
Food,6241
Electronics,18829
Books,7102
Electronics,10027
Books,5446
Books,16117
Clothing,11290
Electronics,4416
Food,13621
Electronics,8815
Books,7198
Food,5260
Food,2524
Clothing,2933
Electronics,14642
Home,12140
Clothing,2492
Clothing,4920
Electronics,9914
Electronics,11973
Food,14483
Electronics,15155
Electronics,14571
Electronics,16142
Books,17046
Clothing,3676
Clothing,12975
Food,12716
Books,9202
Electronics,12851
Food,13170
Books,15947
Books,5118
Clothing,7540
Clothing,8086
Electronics,12042
Clothing,15212
Food,12381
Books,17068
Clothing,9979
Electronics,12959
Electronics,4218
Health,17989
Health,5240
Clothing,12450
Health,3673
Health,12400
Books,5190
Clothing,2426
Electronics,9627
Food,10630
Electronics,4615
Clothing,2856
Health,15258
Food,8226
Clothing,7110
Clothing,8140
Beauty,4522
Electronics,7359
Clothing,15438
Electronics,7875
Electronics,2758
Electronics,12297
Clothing,7301
Electronics,9114
Health,16137
Health,11972
Food,12898
Food,3844
Books,4606
Health,5620
Electronics,7540
Food,15192
Books,14946
Clothing,11677
Books,3391
Clothing,8326
Books,13675
Health,5965
Books,8744
Electronics,11290
Electronics,17719
Food,4397
Food,2023
Electronics,3469
Food,2816
Electronics,8827
Food,2762
Electronics,12476
Health,12794
Health,15682
Health,11552
Food,12994
Food,2672
Clothing,5645
Clothing,4836
Health,1617
Electronics,10925
Food,13742
Health,15234
Home,8481
Clothing,6431
Electronics,14583
Electronics,4703
Food,15037
Electronics,5318
Beauty,14731
Electronics,4650
Food,4846
Electronics,7880
Electronics,8828
Clothing,13382
Home,8169
Books,5042
Books,15267
Health,6185
Electronics,15866
Food,1894
Health,7622
Food,9442
Books,11437
Books,3638
Electronics,10985
Clothing,8296
Clothing,14858
Food,11684
Electronics,3575
Electronics,13394
Electronics,8454
Books,12778
Electronics,1993
Books,19946
Health,2667
Beauty,4565
Food,10674
Clothing,10324
Books,9536
Electronics,14786
Books,12432
Books,1520
Electronics,4138
Food,15307
Health,9803
Electronics,5110
Clothing,17086
Electronics,18934
Books,12919
Beauty,11389
Electronics,3217
Books,5193
Clothing,11204
Food,2835
Food,6219
Electronics,13062
Beauty,14883
Home,3163
Home,3326
Clothing,18159
Clothing,13448
Books,9610
Electronics,2681
Electronics,16656
Home,3741
Food,17266
Food,15941
Clothing,14275
Electronics,9465
Health,11345
Beauty,5611
Electronics,3084
Clothing,13779
Clothing,1748
Books,12878
Electronics,13406
Food,10312
Food,6808
Clothing,17630
Electronics,13286
Food,15704
Electronics,4049
Home,7966
Books,6454
Food,16314
Electronics,2002
Electronics,16139
Food,6755
Food,2256
Food,20752
Clothing,19096
Health,15632
Health,2567
Electronics,4713
Health,11036
Beauty,14365
Electronics,6402
Electronics,10508
Health,6832
Books,8657
Electronics,6711
Clothing,6934
Clothing,5782
Electronics,1904
Electronics,5148
Food,20255
Electronics,6903
Health,6673
Books,7349
Food,15336
Electronics,14270
Food,13510
Beauty,10987
Health,7191
Health,17219
Electronics,16150
Food,2579
Electronics,4408
Clothing,13239
Health,14727
Health,10220
Electronics,9632
Electronics,8174
Books,14559
Food,13800
Food,10437
Electronics,14738
Food,10084
Electronics,4311
Food,17422
Clothing,17495
Health,2799
Books,6983
Books,16051
Food,14207
Health,14982
Beauty,12071
Clothing,4758
Food,13557
Electronics,6002
Food,16258
Electronics,10804
Food,10642
Electronics,10956
Books,8823
Clothing,9597
Clothing,7873
Electronics,8430
Electronics,14432
Food,21120
Books,4570
Home,3977
Electronics,5527
Clothing,13521
Books,10722
Electronics,8931
Electronics,6177
Electronics,11096
Home,7249
Food,10514
Health,11431
Clothing,5502
Clothing,3379
Food,3691
Food,4560
Electronics,4397
Health,9018
Food,19100
Clothing,12172
Clothing,10924
Electronics,4822
Electronics,5955
Food,11317
Food,14693
Health,8503
Health,15816
Food,11846
Electronics,16751
Clothing,10612
Clothing,18076
Health,4581
Electronics,3573
Books,16100
Books,2860
Books,7727
Electronics,14745
Food,18279
Electronics,15059
Electronics,3977
Books,9847
Clothing,3062
Clothing,6430
Books,5131
Clothing,11652
Electronics,7051
Books,4492
Clothing,17788
Clothing,4262
Health,8594
Electronics,5971
Electronics,14721
Home,5804
Electronics,5538
Clothing,16488
Electronics,11125
Books,16789
Electronics,7940
Electronics,4337
Food,8821
Food,11575
Clothing,4004
Electronics,7351
Clothing,2201
Electronics,6163
Electronics,4769
Food,18718
Clothing,13575
Electronics,16352
Electronics,10590
Beauty,3718
Clothing,6702
Electronics,13906
Clothing,13168
Food,7234
Health,8350
Books,8140
Food,15640
Food,5547
Electronics,9426
Books,12655
Books,4011
Food,3073
Clothing,11146
Electronics,2277
Health,2322
Books,9440
Electronics,21312
Books,4040
Clothing,13532
Food,7206
Books,13495
Food,14121
Electronics,5575
Clothing,7548
Books,11083
Clothing,12918
Electronics,4140
Electronics,16770
Books,20551
Books,5556
Electronics,10015
Food,11162
Food,11106
Electronics,6034
Food,13056
Electronics,16047
Books,8310
Home,16952
Electronics,11692
Electronics,3636
Books,8378
Books,13026
Clothing,3466
Electronics,3423
Electronics,7183
Books,13200
Health,8150
Electronics,7591
Food,8458
Food,8071
Clothing,12033
Health,3600
Electronics,4629
Food,12055
Beauty,8236
Clothing,12789
Home,12127
Electronics,3392
Home,12858
Electronics,18849
Food,10873
Clothing,8643
Food,17513
Books,4554
Electronics,10821
Electronics,20387
Health,17670
Home,19933
Clothing,5780
Clothing,9125
Electronics,6895
Food,2407
Clothing,2785
Electronics,11011
Clothing,9423
Food,3074
Books,17622
Electronics,10326
Health,13262
Food,2336
Health,9932
Clothing,6980
Clothing,7167
Clothing,5526
Food,20994
Health,4478
Books,13821
Clothing,11099
Food,8159
Clothing,13161
Books,12336
Electronics,7571
Books,5491
Beauty,7839
Food,6758
Electronics,6019
Beauty,1888
Clothing,17896
Clothing,19771
Electronics,10266
Electronics,13377
Electronics,12318
Food,6590
Health,7342
Food,12093
Electronics,5858
Beauty,2956
Health,11744
Clothing,18517
Food,12893
Food,15760
Clothing,14883
Electronics,12751
Clothing,6807
Electronics,5090
Books,6823
Clothing,9275
Clothing,13958
Food,16251
Home,21191
Books,5907
Health,19582
Electronics,8717
Electronics,3853
Food,14362
Books,4811
Books,19870
Food,11368
Clothing,2752
Electronics,12773
Clothing,16666
Electronics,8236
Food,14787
Books,15021
Books,2936
Electronics,17852
Health,16699
Food,16626
Food,8879
Clothing,3234
Clothing,7801
Electronics,8135
Beauty,17121
Electronics,16674
Electronics,14081
Clothing,3502
Health,17846
Home,8867
Books,9366
Electronics,10750
Electronics,10774
Health,3654
Food,9436
Health,11626
Books,9640
Books,1964
Home,7666
Electronics,6306
Clothing,14278
Electronics,17596
Health,17107
Health,14298
Electronics,3318
Books,8750
Books,8047
Electronics,12336
Electronics,2493
Clothing,11298
Clothing,7250
Electronics,17935
Electronics,7627
Food,19386
Clothing,10086
Clothing,17366
Clothing,16623
Beauty,4292
Books,11834
Health,12942
Books,18018
Books,2908
Books,4989
Clothing,14441
Books,5211
Electronics,7357
Clothing,1905
Clothing,5099
Food,7302
Health,7559
Clothing,13244
Books,6990
Beauty,18729
Clothing,15573
Health,3072
Clothing,5683
Clothing,18870
Electronics,12239
Food,15253
Electronics,7075
Electronics,14599
Electronics,11363
Books,13380
Electronics,13815
Food,13655
Books,6909
Food,2948
Food,4132
Food,13381
Home,1547
Health,13539
Electronics,7057
Food,5816
Electronics,4613
Electronics,5422
Health,3880
Clothing,15324
Clothing,14706
Electronics,12084
Food,8190
Books,17702
Electronics,13780
Books,11383
Clothing,6625
Home,8860
Clothing,2546
Electronics,14271
Books,12726
Clothing,13233
Books,17124
Electronics,12271
Clothing,8694
Beauty,2306
Health,16111
Electronics,6533
Electronics,7080
Clothing,4250
Books,1995
Home,6904
Health,9909
Home,8464
Food,15481
Electronics,13498
Food,13805
Electronics,13624
Health,6167
Books,3686
Electronics,4097
Electronics,3382
Clothing,2745
Clothing,13722
Health,8282
Clothing,5890
Electronics,19431
Food,2939
Clothing,6953
Electronics,4908
Electronics,4426
Clothing,16451
Health,13475
Books,13790
Electronics,5188
Electronics,14578
Electronics,11668
Food,12587
Electronics,12054
Electronics,2551
Food,6290
Electronics,2484
Home,18438
Health,12232
Electronics,8145
Food,1959
Electronics,6887
Books,6266
Electronics,18345
Clothing,12045
Electronics,13774
Electronics,16250
Electronics,13508
Books,5720
Clothing,10344
Electronics,9900
Electronics,7625
Electronics,8225
Food,10269
Food,3525
Health,11684
Health,13259
Electronics,8657
Electronics,11545
Electronics,11035
Electronics,9286
Home,10094
Books,15295
Books,4740
Books,13273
Electronics,10138
Electronics,3063
Health,7438
Beauty,4403
Food,9788
Electronics,13120
Electronics,14708
Food,13417
Food,18637
Electronics,15748
Clothing,6071
Clothing,8768
Electronics,13812
Health,2591
Electronics,9447
Clothing,6805
Food,13313
Books,11671
Clothing,2184
Electronics,15566
Books,4806
Clothing,16265
Food,4759
Electronics,15834
Books,14630
Health,4636
Food,2115
Clothing,3361
Food,14774
Books,15880
Books,7963
Beauty,11724
Beauty,2550
Clothing,13303
Electronics,6632
Electronics,6610
Beauty,7702
Clothing,9443
Clothing,8798
Electronics,9523
Health,4444
Food,16799
Clothing,9399
Clothing,3578
Home,9120
Electronics,12863
Clothing,7367
Electronics,11015
Electronics,9100
Clothing,11352
Clothing,2514
Books,9494
Electronics,7699
Books,22058
Books,10029
Clothing,7146
Electronics,7398
Books,8045
Electronics,3597
Food,14780
Food,10602
Clothing,6962
Books,2474
Books,12130
Electronics,5596
Electronics,5214
Health,7830
Electronics,11667
Health,18175
Electronics,13348
Home,8758
Clothing,6001
Food,3215
Beauty,10136
Electronics,10699
Food,2678
Electronics,12181
Beauty,4413
Food,3393
Books,3235
Electronics,10878
Clothing,14442
Electronics,15284
Electronics,16635
Electronics,15399
Electronics,7676
Electronics,6958
Books,6020
Health,10473
Books,3835
Books,12136
Electronics,17852
Food,4604
Electronics,14998
Food,9528
Electronics,16484
Electronics,4415
Food,13109
Beauty,24217
Electronics,9289
Electronics,11494
Clothing,9601
Health,5951
Electronics,17547
Food,15557
Clothing,7565
Electronics,6252
Electronics,19397
Clothing,13852
Health,5230
Health,8617
Clothing,9515
Electronics,3050
Food,3706
Beauty,9208
Clothing,12878
Food,9265
Books,7163
Electronics,3999
Clothing,8464
Beauty,4652
Electronics,11488
Food,7432
Electronics,11201
Books,15733
Food,14584
Beauty,13419
Health,7436
Food,7739
Home,7208
Books,16702
Electronics,7222
Health,11419
Electronics,4144
Books,1818
Clothing,13771
Books,1696
Electronics,5994
Electronics,15031
Clothing,6677
Clothing,6923
Books,3796
Electronics,1895
Electronics,5475
Electronics,5551
Food,11006
Clothing,2296
Clothing,4832
Books,11835
Electronics,9711
Electronics,9189
Beauty,3175
Electronics,7296
Books,15243
Electronics,13662
Clothing,2334
Books,12733
Books,8726
Books,1804
Home,3104
Health,15861
Electronics,9298
Electronics,3266
Clothing,3564
Health,14329
Electronics,7729
Food,16262
Electronics,11563
Beauty,5667
Health,19181
Clothing,16796
Electronics,16707
Electronics,14017
Food,2660
Books,11315
Clothing,21334
Electronics,14385
Home,7917
Food,8864
Electronics,6192
Home,14074
Health,12383
Food,7982
Food,9651
Electronics,4504
Food,13338
Books,12617
Electronics,5063
Electronics,6399
Health,15498
Beauty,6710
Health,5516
Electronics,5414
Electronics,13101
Food,2149
Books,3021
Electronics,9547
Clothing,13180
Clothing,10418
Food,10418
Electronics,17679
Home,4334
Health,4497
